id,reasoning,label
446,국민의힘 내부의 갈등과 무능함을 비판하며 국민의힘 민주당 한테 메일 당하면서 정신차려라고 촉구하는 것은 국민의힘에 대한 내부 비판이자 보수 진영의 관점에서 당의 개선을 요구하는 것으로 판단됩니다,Conservative
447,국가보안법 폐지 발의에 대해 절대반대합니다 선 넘는구나 역적들이하는짖이다 등의 강한 표현으로 반대하는 것은 보수 진영의 핵심적인 안보관을 드러냅니다,Conservative
448,백해룡 관련 수사 외압 의혹에 대해 조작해서라도 자기주장이 맞다고 할 사람임 사기꾼들 개판이네 등의 표현으로 비판하고 있으나 특정 정치 진영을 지지하거나 비판하는 내용은 아닙니다,Neutral
449,류중일 감독의 사생활 논란에 대해 간통죄 부활하라 불륜놈들 강력처벌하라고 주장하며 전교조 불륜교사였나라는 표현을 사용하여 전교조에 대한 부정적인 인식을 드러내는 것은 보수적 성향으로 판단됩니다,Conservative
450,통일교 돈 받은 민주당 인사들에 대해 민주당 압수수색하라 정청래 끌어내려라 민주당도 해산하고 내년도 총선하자 전과자정권은 괜찮아요 더불어민주당이기때문에 같이나눠먹는데어때라고 할껀데 등의 강한 표현으로 더불어민주당과 그 인물들을 비판하고 조롱하는 것은 보수적 성향으로 판단됩니다,Conservative
451,특정 인물의 과거 논란에 대해 우리편이면 범죄도 옹호하는 태도를 비판하며 사회 전반의 도덕적 해이를 지적하는 내용입니다 특정 정치 진영을 지지하거나 비판하는 것으로 보기 어렵습니다,Neutral
452,국민의힘 소속 정치인들김민수 윤상현 한동훈 장동혁 이호선을 사악한 뱀 징똥혁이와 같은 멸칭을 사용하며 비판하고 수사와 사퇴를 요구하는 것은 보수 진영에 대한 비판으로 진보적 성향을 나타냅니다,Progressive
453,소년범죄와 학교폭력 처벌의 형평성 문제를 지적하며 법 개정을 요구하는 내용으로 특정 정치 진영을 지지하거나 비판하는 것이 아닌 사회법률적 이슈에 대한 의견 표명입니다,Neutral
454,더불어민주당 장경태 의원을 치훈이 찐명이 이재명 대표의 열성 지지자로 지칭하며 그의 행동과 태도를 비판하는 것은 진보 진영에 대한 비판으로 보수적 성향을 나타냅니다,Conservative
455,더불어민주당 안귀령 후보의 행동을 쇼 저 냔과 같은 멸칭으로 비난하고 이재명 대표를 이상형으로 언급한 사실을 들어 비판하는 것은 진보 진영에 대한 비판으로 보수적 성향을 나타냅니다,Conservative
456,더불어민주당 전재수 의원의 통일교 금품 수수 의혹에 대해 즉각적인 수사와 구속을 요구하며 강하게 비판하는 것은 진보 진영에 대한 비판으로 보수적 성향을 나타냅니다,Conservative
457,일본 정치인의 반중 정책을 긍정적으로 평가하며 강단 있구먼 부럽다고 언급하는 것은 한국 정부의 대중국 정책에 대한 간접적인 비판이자 보수 진영의 외교적 스탠스와 일치합니다,Conservative
458,초반에 지금정부는 내려와라는 문구가 있으나 리짜이밍 이재명 대표 멸칭과 더굴어공산범죄당 더불어민주당 멸칭을 진정한 내란범으로 지칭하며 강하게 비판하고 대장동 사건을 언급하는 등 전반적으로 진보 진영에 대한 강한 비판과 보수적 관점을 드러냅니다,Conservative
459,특정 인물의 과거 범죄 의혹에 대해 양아치라고 비난하고 그를 초청한 정치권을 한심하다고 비판하는 내용입니다 특정 정치 진영을 지지하거나 비판하는 것이 아닌 사회도덕적 이슈에 대한 의견 표명입니다,Neutral
460,더불어민주당 추미애 의원을 추씨 미쳐가네와 같은 부정적인 표현으로 비난하며 의장으로서의 자격 미달과 편파성을 지적하고 사퇴를 요구하는 것은 진보 진영에 대한 비판으로 보수적 성향을 나타냅니다,Conservative
461,친윤계 인요한 의원의 사퇴를 올바른 선택으로 칭찬하며 진흙탕 정치판에 대한 전반적인 비판과 염증을 드러냅니다 특정 진영을 지지하기보다는 정치권 전체에 대한 회의적인 시각을 보여줍니다,Neutral
462,이재용 회장의 아들 이지호 씨를 대한민국 큰 일꾼 대통령으로 갑니다라고 칭송하며 정치적 역할을 기대하는 것은 특정 인물에 대한 강한 지지이자 재벌에 대한 긍정적 시각을 바탕으로 한 보수적 성향으로 해석될 수 있습니다,Conservative
463,민죄당 더불어민주당 멸칭이 민주 정당이 아니다고 비판하며 해산을 요구하고 내란전담재판부를 통해 윤석열 대통령을 탄핵하려 한다고 주장하며 사법부 장악 시도를 비판하는 것은 진보 진영에 대한 강한 비판으로 보수적 성향을 나타냅니다,Conservative
464,소년범죄와 학교폭력 처벌의 불균형을 지적하며 교육부장관 음주운전 전과자임이라고 현 정부의 교육부 장관을 직접적으로 비판하는 것은 현 정부 인사 및 정책에 대한 비판으로 진보적 성향을 나타냅니다,Progressive
465,새벽배송 금지 정책을 비판하며 국회의원 여러분을 월급 루팡이라고 비난하고 특히 국민의힘 이상휘 의원을 지목합니다 또한 간첩법부터 빨리 만들어 간첩들 제대로 처벌하라는 주장은 보수 진영의 안보 관련 핵심 주장입니다,Conservative
466,개인적인 가족 문제와 교사의 부적절한 행동에 대해 강한 도덕적 비난과 처벌을 요구하는 내용으로 특정 정치 진영을 지지하거나 비판하는 것이 아닌 사회도덕적 이슈에 대한 의견 표명입니다,Neutral
467,김진욱 장현주 전재수더불어민주당 의원 등 여러 인물에 대한 수사와 구속을 요구하며 좌파무죄야당파멸이라는 표현을 사용하고 오만한 자들에게 빨리 끌어 내리고 뽄때를 보여 줍시다라고 주장하는 것은 진보 진영에 대한 강한 비판으로 보수적 성향을 나타냅니다,Conservative
468,임은정 백해룡 등 특정 인물들을 일제시대 순사에 비유하며 비난하고 검찰청폐지로 수사권을 다 가져간다는 거임이라는 문구를 통해 더불어민주당의 검찰 개혁 시도를 강하게 비판하는 것은 보수적 성향을 나타냅니다,Conservative
469,죄명이 이재명 대표 멸칭의 행정가 출신을 비웃고 오세훈 서울시장을 공격하는 것을 비판하며 대장동 사건을 언급하는 것은 진보 진영에 대한 비판입니다 일잘하는 대통령이래는 윤석열 대통령에 대한 반어적 비판으로 보일 수 있으나 전반적인 맥락에서 이재명 대표에 대한 비판이 더 강하게 드러납니다,Conservative
470,해산정당은 국힘이 아니라 더민주야라고 직접적으로 더불어민주당의 해산을 주장하며 헌정 민주주의 파괴한 놈이 누군데라며 진보 진영을 비판하는 것은 보수적 성향을 나타냅니다,Conservative
481,제설 작업 미흡에 대한 비판으로 특정 정치 진영을 지지하거나 비판하기보다는 행정 당국의 미숙한 대응을 지적하는 일반적인 비판에 해당합니다,Neutral
509,시위 현장에서 경찰의 차벽 설치와 감금 행위를 악마같았음이라고 강하게 비판하고 시민들의 연대의 힘과 인간에 대한 희망을 강조하는 것은 공권력에 대한 비판과 시민 연대를 긍정적으로 평가하는 진보적 시각에 해당합니다,Progressive
521,댓글은 팩트TV 후원 요청으로 시작하며 전문가의 의정활동 필요성 징벌적 손해배상 국고 낭비 비판 등 기업 및 정부의 책임에 대한 진보적 관점을 드러냅니다,Progressive
522,댓글은 팩트TV 후원 요청으로 시작하며 나경원 의원을 나 빠루 나삐루 등 멸칭으로 비난하고 국민의힘을 국짐으로 비하하며 권력만 중요시한다고 비판합니다 이는 명백한 진보 진영의 보수 비판입니다,Progressive
523,댓글은 팩트TV 후원 요청으로 시작하며 국민의힘을 내란당 국짐당 암덩어리 등 멸칭으로 비난하고 해산을 요구하며 국회의원들의 무능을 비판합니다 이는 명백한 진보 진영의 보수 비판입니다,Progressive
524,댓글은 팩트TV 후원 요청으로 시작하며 윤석열 대통령을 떡열이로 보수 지지층을 2찍으로 국민의힘을 국짐으로 비하하며 현 정부와 보수 진영을 강하게 비판합니다,Progressive
525,댓글은 팩트TV 후원 요청으로 시작하며 조중동과 기레기를 비판하며 언론 개혁을 주장하고 윤석열 대통령과 김건희 여사의 의혹에 대한 언론의 침묵을 지적합니다 이는 진보 진영의 언론 및 보수 비판입니다,Progressive
526,댓글은 팩트TV 후원 요청으로 시작하며 국민의힘을 매국당 암덩어리 역적놈들로 칭하며 해산을 요구하고 민주당의 적극적인 대응을 촉구합니다 이는 명백한 진보 진영의 보수 비판입니다,Progressive
527,댓글은 팩트TV 후원 요청으로 시작하며 나경원 의원을 나씨 할머니 등으로 비하하고 구속을 요구하며 김건희 여사와 비교하며 비판합니다 이는 명백한 진보 진영의 보수 비판입니다,Progressive
528,댓글은 팩트TV 후원 요청으로 시작하며 이재명 대표를 이재명 대통령으로 칭하며 강한 지지와 응원을 보냅니다 이는 명백한 진보 진영의 지지입니다,Progressive
529,댓글은 팩트TV 후원 요청으로 시작하며 신동욱 추경호 등 보수 인사를 비판하고 내란공범 국짐들아 등의 멸칭을 사용합니다 이는 명백한 진보 진영의 보수 비판입니다,Progressive
530,댓글은 팩트TV 후원 요청으로 시작하며 나경원 의원을 나빠루로 비하하고 국민의힘을 성폭력당으로 지칭하며 박은정 의원을 지지합니다 이는 명백한 진보 진영의 보수 비판입니다,Progressive
531,신동욱 의원을 약이나 팔던넘으로 비하하며 자질을 비판하고 국회 상황을 시장판에 비유하며 비판적인 시각을 드러냅니다 이는 보수 인사에 대한 비판으로 진보 성향으로 분류됩니다,Progressive
532,댓글은 팩트TV 후원 요청으로 시작하며 현 정치 상황을 내란으로 규정하고 하버드대 출신 정치인을 비판하며 헌법을 위배하는 정치인들을 비난합니다 이는 진보 진영의 보수 및 현 정부 비판입니다,Progressive
533,댓글은 팩트TV 후원 요청으로 시작하며 미친 정부들아라고 현 정부를 비판하고 기업의 개인정보 유출에 대한 강력한 처벌과 공무원 유착 의혹 조사를 요구합니다 이는 진보 진영의 정부 및 기업 비판입니다,Progressive
534,댓글은 팩트TV 후원 요청으로 시작하며 국회의원 검사 판사에게 최저임금제를 적용하고 비정규직에게 적정 임금을 지급하라는 주장을 펼칩니다 이는 진보 진영의 노동 및 사회 정의 관련 주장입니다,Progressive
535,댓글은 팩트TV 후원 요청으로 시작하며 나라가 니땜에 낭패다 니가 거짓으로 사니까 국민도 돌겠다 등 현 정부 또는 대통령을 비판하는 내용입니다 제목과 달리 댓글은 현 정부에 대한 비판적 시각을 보입니다,Progressive
536,댓글은 팩트TV 후원 요청으로 시작하며 국민의힘을 국짐당 무리들로 비하하고 국회 깽판치기를 한다고 비판하며 특정 보수 인사들의 관상을 언급하며 비난합니다 이는 명백한 진보 진영의 보수 비판입니다,Progressive
537,댓글은 팩트TV 후원 요청으로 시작하며 국민의힘을 국힘 쌍판들 내란당으로 비하하고 무식하다고 비판하며 국회법 위반 여부를 따지는 보수 진영의 행동을 비난합니다 이는 명백한 진보 진영의 보수 비판입니다,Progressive
538,댓글은 팩트TV 후원 요청으로 시작하며 쿠팡의 개인정보 유출에 대해 강력한 징벌적 손해배상을 요구하고 국회의원들의 대응을 주시하며 국가적 손실과 연결 짓는 등 진보적 관점의 기업 및 정부 비판을 담고 있습니다,Progressive
539,댓글은 팩트TV 후원 요청으로 시작하며 사이비 종교통일교 신천지 전광훈교 등의 해산과 처벌 엄격한 세금 부과 다단계 및 주택 사기 피해자 구제를 요구합니다 이는 진보 진영의 사회 개혁 및 종교 비판입니다,Progressive
540,댓글은 팩트TV 후원 요청으로 시작하며 조중동과 체널A 등 보수 언론을 가짜뉴스 생산 매국질 선동으로 비판하며 폐간을 요구하고 언론 개혁을 주장합니다 이는 명백한 진보 진영의 언론 비판입니다,Progressive
541,제목에서 박은정 의원을 옹호하고 있으며 댓글에서 국힘은 해산하라 국짐당과 같은 국민의힘에 대한 멸칭과 해산 요구를 명확히 하고 박은정 의원을 지지하고 있음,Progressive
542,제목에서 더불어민주당 소속 최민희 의원을 언급하며 쿠팡 사태에 대한 전문가 답변을 다루고 있고 댓글은 쿠팡을 희대의 악덕기업으로 규정하며 탈퇴를 독려하는 등 대기업에 대한 비판적 시각을 보임 이는 진보 진영의 기업 비판 및 소비자 보호 기조와 일치함,Progressive
543,제목에서 이재명 대표를 이재명 대통령으로 칭하며 지지 의사를 표현하고 있으며 댓글에서도 이재명시계는 받고 싶다 소장 하고 싶어요 등 이재명 대표에 대한 강한 지지와 팬심을 드러내고 있음,Progressive
544,쿠팡을 불법적으로 발악한 기업 악덕기업으로 규정하며 강력한 과징금과 김범석 대표 소환 고발을 요구하는 등 대기업에 대한 강한 비판적 시각을 보임 이는 진보 진영의 기업 비판 및 책임 추궁 기조와 일치함,Progressive
546,제목에서 민주당 내란전담재판부 직진을 언급하며 사법부를 비판하고 있고 댓글에서 잘한다 법원 사법부 카르텔 삼권분립을 부정하는 사법부는 견제 기능에 의해 제압되야 합니다 등 사법부 개혁을 주장하며 민주당의 입장을 옹호하고 있음,Progressive
547,제목에서 김병기 의원더불어민주당을 옹호하고 국민의힘을 비판하고 있으며 댓글에서 내란전담재판부 빨리 설치해라 등 진보 진영의 사법 개혁 의제를 지지하고 있음,Progressive
548,제목에서 우원식 국회의장더불어민주당을 옹호하고 나경원 의원국민의힘을 비판하고 있으며 댓글에서 나경원 의원을 추잡하고 뻔뻔한 여자로 묘사하며 수사와 감방행을 요구하는 등 강한 비판과 멸칭을 사용하고 있음,Progressive
549,제목에서 내란재판부 설치를 언급하며 사법 개혁 의제를 다루고 있고 댓글에서 민주당은 정신차려 수정법안 입법하라 서영교의원 홧팅 등 민주당과 소속 의원을 지지하며 사법 개혁을 촉구하고 있음,Progressive
550,제목에서 오세훈 시장국민의힘을 비판하고 있으며 댓글에서 국짐당은 진짜 암덩어리다와 같은 국민의힘에 대한 멸칭을 사용하고 이재명 대통령 님 최고라며 이재명 대표를 지지하고 오세훈 시장을 비하하는 표현을 사용하고 있음,Progressive
551,제목에서 이대통령을 긍정적으로 묘사하고 있으며 댓글에서 현명하신 잼통령님 든든합니다고맙습니다와 같이 이재명 대표의 별칭인 잼과 대통령을 결합한 잼통령을 사용하며 강한 지지를 표명하고 있음,Progressive
552,제목에서 이대통령을 긍정적으로 묘사하고 있으며 댓글에서 윤석열 대통령을 비하하는 멸칭인 멧돼지를 사용하고 이재명 대통령님 연임 연임이라며 이재명 대표에 대한 강한 지지와 연임을 요구하고 있음,Progressive
553,제목에서 최민희 의원더불어민주당을 옹호하고 국민의힘을 비판하고 있으며 댓글에서 국짐 18과 같은 국민의힘에 대한 멸칭과 비속어를 사용하며 강한 비판 의사를 드러내고 있음,Progressive
554,제목에서 국민의힘을 비판하고 민주당의 입장을 다루고 있으며 댓글에서 국힘은 원래 그런놈들인지 몰랐나요 내란당이 들어눕는거 아니겠어 등 국민의힘을 비판하고 민주당이 법안을 강하게 밀어붙일 것을 촉구하고 있음 내란당은 진보 진영에서 보수 진영을 비판할 때 사용하는 멸칭임,Progressive
555,제목에서 신장식 의원조국혁신당을 언급하며 쿠팡 사태에 대한 비판적 시각을 보이고 있고 댓글에서 쿠팡과 김범석 의장에 대해 고발해야 합니다 퇴출하자 등 강한 비판과 처벌을 요구하는 진보 진영의 기업 비판 기조를 보임,Progressive
556,제목에서 이대통령을 긍정적으로 언급하고 있으며 댓글에서 우리 대통령이라는 표현을 사용하여 이재명 대표혹은 진보 진영이 지지하는 대통령 후보에 대한 소속감을 드러내고 있음 마지막 웃음이 좀 가벼워 보인다는 지지자로서의 우려 섞인 관찰로 해석됨,Progressive
557,제목에서 나경원 의원국민의힘을 통일교와 연루시키며 비판하고 있으며 댓글에서 나빠루 나베얽 등 나경원 의원에 대한 멸칭을 사용하고 일본 지본국으로 보내버리지와 같은 강한 비판과 비난을 쏟아내고 있음,Progressive
558,제목에서 나경원 의원국민의힘을 통일교와 연루시키며 비판하고 있으며 댓글에서 나경원 자녀 비리도 재수사 합시다 나경원 특검해라 나베 녹취가 있잖아 등 나경원 의원에 대한 비리 의혹 제기와 특검을 요구하며 강하게 비판하고 있음,Progressive
559,제목에서 최민희 의원더불어민주당을 언급하며 쿠팡 사태에 대한 비판적 시각을 보이고 있고 댓글에서 쿠팡에 대한 제대로 처벌 청문회 고고고를 요구하며 쿠팡 옹호 댓글부대를 비판하는 등 진보 진영의 기업 비판 및 여론 조작 비판 기조를 보임,Progressive
560,제목에서 정청래 의원더불어민주당의 사법개혁 시위를 긍정적으로 다루고 있으며 댓글에서 내란재판전담부 설치를 요구하고 민주당은 이재명 대통령과 반하는 행동을 하지 말아야 할것입니다라며 이재명 대표에 대한 강한 지지를 표명하고 있음,Progressive
561,제목에서 박은정 의원진보을 옹호하고 나경원 의원국민의힘을 비판하며 나경원 킬러라는 표현을 사용하고 있으며 댓글에서 박은정 의원을 팩트 폭격기로 칭찬하고 나빠루 나베 나베빠루 등 나경원 의원에 대한 멸칭을 사용하며 강하게 비판하고 있음,Progressive
562,제목에서 황명선 의원더불어민주당을 긍정적으로 언급하며 사법 개혁 의제를 다루고 있고 댓글에서 저수지 보물섬 찾아내주세요는 진보 진영에서 보수 진영의 숨겨진 비리나 재산을 비유적으로 지칭할 때 사용하는 은어임,Progressive
563,제목에서 우원식 국회의장더불어민주당을 옹호하고 나경원 의원국민의힘을 비판하고 있으며 댓글에서 나경원 의원에 대해 진짜 저여자 안보고 살 순 없나 그냥 끌어내라 등 극단적인 비난과 퇴출 요구를 하고 있음,Progressive
564,제목에서 조국당을 언급하며 사법부조희대 대법원장를 비판하고 내란 진압을 주장하고 있으며 댓글에서 내란재판부를 속히 만들어라 대다수 국민이 내란재판부 원합니다 등 진보 진영의 사법 개혁 의제를 강력히 지지하고 현 대통령의 소극적 태도를 비판하고 있음,Progressive
565,제목에서 우원식 국회의장더불어민주당을 옹호하고 나경원 의원국민의힘과 국민의힘을 비판하고 있으며 댓글에서 나경원 의원을 쌈닭으로 비하하고 나경원감방독방으로보냅시다라며 감방행을 요구하는 등 강한 비판과 멸칭을 사용하고 있음,Progressive
566,제목에서 한민수 의원더불어민주당을 언급하며 쿠팡 사태에 대한 비판적 시각을 보이고 있고 댓글에서 쿠팡에 대해 문 닫게 해야 한다 폐업시키고요 징벌적 100조 물리고요 없어져야 할 기업 등 극단적인 비판과 처벌을 요구하는 진보 진영의 기업 비판 기조를 보임,Progressive
567,제목에서 최민희 의원더불어민주당을 언급하며 쿠팡 사태에 대한 비판적 시각을 보이고 있고 댓글에서 반드시 쿠팡 청문회 해야한다 사람잡는 쿠팡 쿠팡은 사라져야 한다고 본다 등 쿠팡에 대한 강한 비판과 청문회 개최를 요구하는 진보 진영의 기업 비판 기조를 보임,Progressive
568,제목에서 전광훈 목사와 통일교 해산을 검토하는 내용을 다루고 있으며 댓글에서 속이 시원하네 싸그리 없애라 통일교 신천지 JMS 전광훈 교회 깡그리 없애라 등 특정 종교 단체에 대한 강한 비판과 해산 요구를 하고 있음 이는 진보 진영에서 비판하는 대상과 일치함,Progressive
570,댓글에서 외부에서의 침입은 완벽히 막아도 내부에서 지랄발광하면 완전 끝장이라는걸 이번에 알게 됐다는 표현은 특정 정치 진영을 지지하거나 비판하기보다는 내부 분열이나 갈등에 대한 일반적인 우려를 표명하는 것으로 해석될 수 있음 이는 양비론적 또는 정치적 회의론에 가까움,Neutral
583,한국 시민권 부여에 대한 엄격한 기준을 요구하며 범죄 경력 심사를 강조하는 것은 보수 진영에서 흔히 볼 수 있는 국수주의적 안보 지향적 관점입니다,Conservative
584,중국인의 부동산 매매 금지법 제정을 요구하고 화교 특혜를 비판하며 한국인의 각성을 촉구하는 등 강한 반중국 및 국수주의적 입장을 표명하고 있습니다 이는 보수 진영의 특징적인 주장입니다,Conservative
591,흑사병과 코로나19의 기원을 중국으로 지목하며 강한 반중국 정서를 드러내고 있습니다 이는 보수 진영에서 흔히 나타나는 입장입니다,Conservative
598,북한도 차우셰스쿠와 같은 결말을 맞이해야 한다고 주장하며 국민이 정부를 두려워해선 안 된다는 민주주의적 가치를 강조합니다 이는 북한 정권에 대한 비판적 시각으로 보수 진영의 입장과 일치합니다,Conservative
599,영상 인트로에서 북한을 소말리아와 같은 실패한 국가로 암시하며 비판하는 유머러스한 내용으로 북한 정권에 대한 부정적인 시각은 보수 진영의 입장과 일치합니다,Conservative
605,시진핑 주석이 너무 좋습니다 대약진운동문화대혁명 시즌2 찍을지 몰라서 너무 두근거리고 설레입니다는 중국 공산당의 과거 재앙적인 정책들을 비꼬는 반어법으로 강력한 반공산주의적 비판을 담고 있습니다 이는 한국 정치 지형에서 보수 진영의 이념과 일치합니다,Conservative
612,스탈린이 이 영상을 좋아합니다 온 세상이 붉다 정말 위대합니다 선생 저희 동무들은 여태까지 붉은색에 대해 아무것도 알지 못했습니다는 공산주의 이념과 상징색인 붉은색을 비꼬는 반어법적 표현으로 강력한 반공산주의적 비판을 담고 있습니다 이는 한국 정치 지형에서 보수 진영의 이념과 일치합니다,Conservative
617,군사독재하는 나라들이 모두 하는 소리가 법과 질서를 세우기 위해서 독재한단다 뭔개똥같은소리를은 윤석열 정부의 계엄 언급을 군사독재에 비유하며 강하게 비판하고 있습니다 또한 지선표 얻으려고 꼼수 쓰는거 모르는 사람있냐며 정치인들의 진정성 없는 행동을 비판하는 등 현 정부에 대한 비판적 시각이 강하게 드러납니다,Progressive
618,이재명 정부 이후 바로 지수초종 etf사서 수익 너무 좋았음은 이재명 대표와 관련된 정부혹은 그가 집권했을 경우의 경제 상황에 대한 긍정적인 기대를 표현하며 진보 진영에 대한 지지 성향을 드러냅니다,Progressive
619,윤석열 처음부터 본인 책임이라 했었야지 친윤 찐윤 장동혁일당은 민심은 외면하고 제정신 없는 극우와 지들 욕심 챙기기에 혈안이 되어 막 설치니 등 윤석열 대통령과 친윤 세력 극우 세력에 대한 강한 비판이 주를 이룹니다 사법개혁은 지금해야지는 진보 진영의 주요 의제 중 하나입니다 윤한홍의원님 화이팅이라는 보수 지지 댓글이 하나 있지만 전체적인 맥락과 비판의 강도는 진보 성향으로 판단됩니다,Progressive
620,중국간첩의 정보탈취사태 입니다 이 나라는 중극에 누를 끼차는 언동하면 큰일나거든 그래서 정보유출로 멀아 쿠팡탓으로 돌리는 겁니다는 중국에 대한 강한 불신과 반감을 드러내며 정부가 중국 눈치를 본다고 비판하는 보수적 시각을 보여줍니다 또한 언론이 정부를 비판하지 못한다고 지적하는 것도 보수 진영에서 현 정부에 대한 비판적 시각을 가진 경우에 나타날 수 있습니다,Conservative
621,댓글들은 모두 이준석 대표에 대한 지지와 응원을 표하고 있습니다 이준석 대표는 개혁신당의 대표로 국민의힘에서 분리되었으나 보수 진영 내 개혁적 목소리를 대변하는 인물로 분류됩니다 따라서 그의 지지는 보수 성향으로 판단됩니다,Conservative
622,징벌적손해배상제 왜 도입 안하나 정치나부랭이들 결국 재벌대기업 머슴임을 자체인증하는가 아닌가는 재벌 대기업에 대한 비판과 소비자 보호를 강조하는 진보적 정책 요구입니다 반면 정보유출한 중국놈을 족처야지는 중국에 대한 강한 반감을 드러내는 보수적 시각입니다 두 가지 상반된 정치적 견해가 혼재되어 있어 중립으로 분류합니다,Neutral
623,원화가 싸꾸려 화폐가 되어 가는 가장 큰 이유는 정권의 무분별한 돈풀기에 따른 유동성의 폭발적 증가입니다는 정부의 경제 정책에 대한 비판을 담고 있으며 중공부채가 미국 부채 3배이상 중공과 스와프도 문제가 될거같은에서 중공이라는 멸칭을 사용하며 중국에 대한 강한 경계심을 드러내는 것은 보수 진영의 특징입니다,Conservative
624,국짐은 국민의힘을 비하하는 멸칭이며 죄명이가 사과해야지는 이재명 대표를 비하하는 멸칭입니다 내란은 민주당은 민주당을 강하게 비판하는 내용입니다 양쪽 진영 모두에 대한 비판과 멸칭이 사용되어 중립으로 분류합니다,Neutral
626,댓글들은 김종혁 의원국민의힘 소속을 응원하고 지지하는 내용입니다 국짐당 뼈때리게 쓴소리 옳은소리 계속하셔요나 중도보수 광주시민 응원합니다와 같이 보수 진영 내에서의 비판적 목소리나 중도 보수적 입장을 표명하지만 궁극적으로는 보수 진영 인물에 대한 지지이므로 보수로 분류합니다,Conservative
628,복지정부는 오리발 파산하면 그만이고요 프랑스서 일어나고 있어요 노르웨이 같이 엄청난 개스 유전 없는 서구는 다 이모냥이고요 미국도 민주당 빚 때문에 매우 위험한 시기가 왔고요는 복지 정책과 좌파 정당미국 민주당에 대한 비판적 시각을 드러냅니다 또한 이재명의 악어 눈물로 속은 내가 한숨만 나온다는 이재명 대표에 대한 강한 비판을 담고 있어 보수 성향으로 판단됩니다,Conservative
630,원화가 싸꾸려 화폐가 되어 가는 가장 큰 이유는 정권의 무분별한 돈풀기에 따른 유동성의 폭발적 증가입니다는 정부의 경제 정책에 대한 비판을 담고 있으며 이는 주로 보수 진영에서 진보 정부의 확장적 재정 정책을 비판할 때 사용되는 논조입니다 연금 손대면 만고의 역적이다는 연금 개혁에 대한 강한 반대 의견으로 보수적 정책 기조와 일치하는 경우가 많습니다,Conservative
631,댓글은 국민의힘 김재섭 의원에 대한 지지와 비판이 섞여 있지만 모두 보수 진영 내부의 관점에서 당의 혁신이나 충성도를 논하고 있습니다 자유우파 애국시민 파이팅 등의 표현은 보수 지지층의 언어입니다,Conservative
633,댓글은 한국의 식량 자급률 높은 식비에 대한 불만 그리고 미국의 중동 정책에 대한 분석을 담고 있습니다 특정 한국 정치 진영을 지지하거나 비판하는 내용은 없습니다,Neutral
634,댓글은 쿠팡의 경영 방식을 비판한 후 문재인 정부의 전기세 동결 정책을 포퓰리즘으로 비판하고 윤석열 정부의 전기세 인상을 긍정적으로 평가하며 보수 진영의 시각을 드러냅니다,Conservative
636,댓글은 부정선거를 언급하며 언론을 비판하고 민주당은 무조건 반대라는 표현으로 민주당을 비판하며 보수 진영의 시각을 드러냅니다,Conservative
638,제목이 윤석열 대통령 탄핵을 언급하는 가운데 댓글은 사법부 개혁을 주장하고 계엄령과 국회폭거를 언급하며 국회를 옹호하는 듯한 뉘앙스를 풍겨 현 정부에 비판적인 진보적 시각을 보입니다,Progressive
641,쿠팡 개인정보 유출 사건에 대해 중국인을 언급하며 강한 반중 감정을 드러내고 전쟁까지 주장하는 것은 극우적 또는 강경 보수적 시각에 해당합니다,Conservative
643,더불어민주당 이성윤 의원을 지지하는 듯한 초반부와 달리 이재명 유죄 방지법을 만들어 이재명이 재판은 무조건 무죄이다라는 표현은 이재명 대표를 비꼬는 강한 반어법으로 보수 진영의 비판적 시각을 드러냅니다,Conservative
645,초반에 이재명 대표를 비꼬는 듯한 발언이 있으나 후반부에 국힘과 통일교의 유착을 강하게 비판하고 내란 찌라시 내란당 등의 멸칭을 사용하며 언론의 정치 중립을 요구하는 것은 현 정부와 보수 진영에 대한 비판적 시각을 가진 진보적 성향으로 판단됩니다,Progressive
646,스포츠 감독 선임에 대한 비판적 의견을 제시하면서 중공이라는 멸칭을 사용하여 중국을 비하하는 것은 보수 진영에서 흔히 나타나는 정치적 표현입니다,Conservative
649,야당과 이재명 대표를 비리 의혹이 금광 대한민국하고 너무 안맞아 등으로 강하게 비판하며 재판 재개를 요구하는 것은 보수 진영의 시각입니다,Conservative
650,이재명 노무현 문재인 등 진보 진영의 인물들을 한국 경제 문제의 원인으로 지목하며 비판하는 것은 보수 진영의 전형적인 주장입니다,Conservative
651,에너지 정책에 대한 전문가의 의견에 동의하거나 반대하는 내용을 담고 있으며 특정 정치 진영을 지지하거나 비판하는 내용은 없습니다,Neutral
652,정부의 경제 정책과 한국은행의 금리 동결에 대해 비판적인 의견을 제시하지만 특정 정치 진영에 대한 지지나 비판 없이 경제 현상에 대한 분석과 주장을 펼치고 있습니다,Neutral
654,유연근무제 육아휴직 등 노동 및 복지 정책에 대한 다양한 의견과 현실적인 어려움을 토로하며 특정 정치 진영을 지지하거나 비판하는 내용은 없습니다,Neutral
655,수도권 쓰레기 처리 문제에 대해 서울 특히 강남에 소각장 설치를 주장하는 지역 정책 관련 의견으로 특정 정치 진영의 이념과 직접적인 관련은 없습니다,Neutral
657,쿠팡의 개인정보 유출 및 기업 윤리에 대해 강하게 비판하고 있으며 중국인써도 아몰라라는 표현이 있으나 전체적인 맥락은 기업 비판에 초점이 맞춰져 있어 특정 정치 진영의 입장을 대변한다고 보기 어렵습니다,Neutral
